item_id	frozen_source	locator	reviewer	coverage	dependencies	disposition	notes
OLD-538	b7ed54922cee0bb6a62fd189f0f83edd3ff7441a	PR538	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=b7ed54922cee0bb6a62fd189f0f83edd3ff7441a; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-539	9c124705600603914ee9fe2678360b759780a1e0	PR539	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=9c124705600603914ee9fe2678360b759780a1e0; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-540	d2984600a848aca04f27b46bda86bd92229a4a0b	PR540	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=d2984600a848aca04f27b46bda86bd92229a4a0b; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-541	e381f444191e214cc992208b16d30a8d5fd461ac	PR541	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=e381f444191e214cc992208b16d30a8d5fd461ac; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-542	ca5fb69c15cda29b3b589660f9be44ea2f440677	PR542	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=ca5fb69c15cda29b3b589660f9be44ea2f440677; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-543	90017face8bab139e25924ac0f31647e327c2e3d	PR543	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=90017face8bab139e25924ac0f31647e327c2e3d; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-544	d4dcd1256dc9c8e110c860cff87b3f89aee842a5	PR544	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=d4dcd1256dc9c8e110c860cff87b3f89aee842a5; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-545	88bd3547c6277b5788e52eedd9ada1c594f4f866	PR545	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=88bd3547c6277b5788e52eedd9ada1c594f4f866; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-546	f920202ea15c577bf05fa58370bdc3d8313868cd	PR546	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=f920202ea15c577bf05fa58370bdc3d8313868cd; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-547	d60f93b0e207a83a283fb229eb988aa4c404765d	PR547	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=d60f93b0e207a83a283fb229eb988aa4c404765d; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-548	7c7677e3dda318f8f8ccb813c4ca38f14448a538	PR548	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=7c7677e3dda318f8f8ccb813c4ca38f14448a538; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-549	4ef69785b84b3801627956c3f0c9cf0ce56299aa	PR549	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=4ef69785b84b3801627956c3f0c9cf0ce56299aa; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-550	20646a78c3e8843001cb49ea0c9741f6d0d446f7	PR550	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=20646a78c3e8843001cb49ea0c9741f6d0d446f7; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-551	c8702aef34a25c614f91dea1ecc6e787478e8170	PR551	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=c8702aef34a25c614f91dea1ecc6e787478e8170; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-552	81df9c3f507aba0e5f21187044583a0d6fb90db9	PR552	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=81df9c3f507aba0e5f21187044583a0d6fb90db9; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-553	5496d87ad04dc288921cc397213f93f451f10d36	PR553	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=5496d87ad04dc288921cc397213f93f451f10d36; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-554	4d920d8e35389620ee1ce0b4f66bcef50b22d459	PR554	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=4d920d8e35389620ee1ce0b4f66bcef50b22d459; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-555	341697b4694ba7f44f2ba2be73cb3fc982939412	PR555	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=341697b4694ba7f44f2ba2be73cb3fc982939412; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-556	a4feca0457d310c72054f274040f93b0503f658b	PR556	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=a4feca0457d310c72054f274040f93b0503f658b; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-557	d11b08938c4db6a6192e96c564a7818cffc77100	PR557	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=d11b08938c4db6a6192e96c564a7818cffc77100; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-558	b1b8d5548365216a5f9a642d3005835f5a1f3dd2	PR558	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=b1b8d5548365216a5f9a642d3005835f5a1f3dd2; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-559	88d97adef8a42c5baf2f52c2c259a4ef536bdfdd	PR559	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=88d97adef8a42c5baf2f52c2c259a4ef536bdfdd; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-560	96b86c8f432fc7d4f38e038b7c1cb53f5d7e99e3	PR560	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=96b86c8f432fc7d4f38e038b7c1cb53f5d7e99e3; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-561	db9bdc63c855c6ddf664b763d748f8155a6a2c67	PR561	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=db9bdc63c855c6ddf664b763d748f8155a6a2c67; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-562	9537096f498c7ee0ca2141394f43f0a2f704cce4	PR562	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=9537096f498c7ee0ca2141394f43f0a2f704cce4; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-563	c4cc65cccb3f13a6499506cf3c26bd521c455864	PR563	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=c4cc65cccb3f13a6499506cf3c26bd521c455864; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-564	c74fe9bd7fd284718f4dcef8328af07e553d9d90	PR564	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=c74fe9bd7fd284718f4dcef8328af07e553d9d90; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-565	339e3367660f40c74795802a6f8170b15e19b13a	PR565	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=339e3367660f40c74795802a6f8170b15e19b13a; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-566	2407b4ffe5024a2e3898922cf0b722d5cf69e496	PR566	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=2407b4ffe5024a2e3898922cf0b722d5cf69e496; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-567	50e596560b4f6f423e87fd6718d74913d863df99	PR567	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=50e596560b4f6f423e87fd6718d74913d863df99; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-568	085d046905bfd32a5725632650039e58bb7fc1f7	PR568	C	B2	REVIEW-C	H0	Historical source pin preserved; current_observed_head=3a70470e3a8bbd60e0b7387ea46fd391cfb1d2e2; comparison=DIFFERENT; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance. Head commit predates 2026-08-22; source selection mismatch, not post-release mutation.
OLD-569	739ab0d9ab4975829dbed780670b1a4a56ca672e	PR569	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=739ab0d9ab4975829dbed780670b1a4a56ca672e; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-570	992404909d6c2940ae8ae849633fe5530ed79db0	PR570	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=992404909d6c2940ae8ae849633fe5530ed79db0; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-571	804a00a71b7a1972296ae49da24bfb6b5c1a7603	PR571	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=804a00a71b7a1972296ae49da24bfb6b5c1a7603; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-572	7059d335312eb3416308d3896263c0cd8d97c3aa	PR572	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=7059d335312eb3416308d3896263c0cd8d97c3aa; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-573	0865242eb9dc0ed6094afc8a87a52b974c6f1307	PR573	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=0865242eb9dc0ed6094afc8a87a52b974c6f1307; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-574	74fba7f3e55fa9a53d1eb814e5067f5011ef5e86	PR574	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=74fba7f3e55fa9a53d1eb814e5067f5011ef5e86; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-575	265c481ebd02807ab7d9a95cb0cf905a22c1876f	PR575	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=265c481ebd02807ab7d9a95cb0cf905a22c1876f; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-576	0f6ea6eae813c1d867ae50744cf5fd57e2720bb7	PR576	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=0f6ea6eae813c1d867ae50744cf5fd57e2720bb7; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-577	ae85922195c12a29944e624337bae2167091929b	PR577	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=ae85922195c12a29944e624337bae2167091929b; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-578	981bfef5fcfa3a39ccf4f50875cf8a6057650268	PR578	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=981bfef5fcfa3a39ccf4f50875cf8a6057650268; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-579	9f56688236d33c515a92032c640888488c06ed6e	PR579	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=9f56688236d33c515a92032c640888488c06ed6e; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-580	812e7fcbaff2dd1c2c53c885def7b6c0d0e68a05	PR580	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=812e7fcbaff2dd1c2c53c885def7b6c0d0e68a05; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-581	62aaa54ac49f0aa89fd58f14a539cc53089f884c	PR581	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=62aaa54ac49f0aa89fd58f14a539cc53089f884c; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-582	699f9f119a66823702e96fba95cc8b14b8251c60	PR582	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=699f9f119a66823702e96fba95cc8b14b8251c60; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-583	ecaf57df108d5b3fccc4519dee7a0356c5eea143	PR583	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=ecaf57df108d5b3fccc4519dee7a0356c5eea143; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-584	e919c6afd1e95fffa505f7ba3f532cb12b8c410c	PR584	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=e919c6afd1e95fffa505f7ba3f532cb12b8c410c; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-585	41cd1eda7408cd5997fea5284601aee4c0dbbc56	PR585	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=41cd1eda7408cd5997fea5284601aee4c0dbbc56; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-586	70e74f38c1137bd987d1a706f7a9aa907f284e9a	PR586	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=70e74f38c1137bd987d1a706f7a9aa907f284e9a; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-587	8a0f074c5b96600b461fdd6e23b47ee2162c4a70	PR587	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=8a0f074c5b96600b461fdd6e23b47ee2162c4a70; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-588	689f7c0d46c990b45b3b81a1e31b5a00b6d71aaf	PR588	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=689f7c0d46c990b45b3b81a1e31b5a00b6d71aaf; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-589	ff5156cf6aa469bb7a2155ff4aa7c094bd75b9b6	PR589	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=ff5156cf6aa469bb7a2155ff4aa7c094bd75b9b6; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-590	4f1283c67f0d4a4b504badd4c4113ba227521162	PR590	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=4f1283c67f0d4a4b504badd4c4113ba227521162; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-591	5c43060fd11e6a3f5d090ee4c74e4a48ca2eb111	PR591	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=5c43060fd11e6a3f5d090ee4c74e4a48ca2eb111; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-592	05aae4135d21301a79b16abb2dda95535e0be77c	PR592	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=05aae4135d21301a79b16abb2dda95535e0be77c; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-593	ef5ef2d57540c43afb3749861a1dc96ff7e55b13	PR593	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=ef5ef2d57540c43afb3749861a1dc96ff7e55b13; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-594	ef76157a516c520a0f829ea4ee346c62759743ed	PR594	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=ef76157a516c520a0f829ea4ee346c62759743ed; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-595	e66a91166b80cbf0a520e3a78ea96582d263d563	PR595	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=e66a91166b80cbf0a520e3a78ea96582d263d563; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-596	40bfd7e70521f4205e95d3960812a6cef6073c05	PR596	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=40bfd7e70521f4205e95d3960812a6cef6073c05; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-597	5478ead5fc82e1730cb1fe53965663d608a851b3	PR597	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=5478ead5fc82e1730cb1fe53965663d608a851b3; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-598	e20128ef4a59607446451f93f3f8daeebe665517	PR598	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=e20128ef4a59607446451f93f3f8daeebe665517; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-599	223f11259b3e7134f78d6492795e6e94caca8be3	PR599	C	B2	REVIEW-C	H0	Historical source pin preserved; current_observed_head=8daa0a5d94de56c68a1ce710824b26cacc1a9bbc; comparison=DIFFERENT; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance. Head commit predates 2026-08-22; source selection mismatch, not post-release mutation.
OLD-600	193ca24d4ebecabb2c51efb62fa16c37947ad90c	PR600	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=193ca24d4ebecabb2c51efb62fa16c37947ad90c; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-601	2095206c4759deac7edffbc0ecc9e30fcc453908	PR601	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=2095206c4759deac7edffbc0ecc9e30fcc453908; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-602	470b5ba529e76f79983e29ed9eebc80454088f0d	PR602	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=470b5ba529e76f79983e29ed9eebc80454088f0d; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-603	1dac3eeccb5a01183067c00722d92fbcf2df12c5	PR603	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=1dac3eeccb5a01183067c00722d92fbcf2df12c5; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-604	24212c02fab728bb6c419ed8f5a2429fdce07397	PR604	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=24212c02fab728bb6c419ed8f5a2429fdce07397; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-605	479445d8a08ca253ac58da8aff1677ffc6427ef7	PR605	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=479445d8a08ca253ac58da8aff1677ffc6427ef7; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-606	327c0967c67e7efa08fcb62937ca1730f8c24069	PR606	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=327c0967c67e7efa08fcb62937ca1730f8c24069; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-607	a28f8e5b8c90e3aef30e97053ed42e9ddde9c665	PR607	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=a28f8e5b8c90e3aef30e97053ed42e9ddde9c665; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-608	f362acf56bbbbd183976b6377fbe883193886e1a	PR608	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=f362acf56bbbbd183976b6377fbe883193886e1a; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-609	83fe7fa6a9cd5f51cc2c6c93662e88a6e5b96d88	PR609	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=83fe7fa6a9cd5f51cc2c6c93662e88a6e5b96d88; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-610	edf28c9ad14ccbf5b18b9ced45f3c2fc4ce8221d	PR610	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=edf28c9ad14ccbf5b18b9ced45f3c2fc4ce8221d; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-611	9d0b0521e5ace8c96df63a85a68f60a789b09923	PR611	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=9d0b0521e5ace8c96df63a85a68f60a789b09923; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-612	8eeb34ff0889b7c8ad9165eb4bd828c9b0043a75	PR612	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=8eeb34ff0889b7c8ad9165eb4bd828c9b0043a75; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-613	6809d8509f031f7f783ef20e2250ff2735e32924	PR613	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=6809d8509f031f7f783ef20e2250ff2735e32924; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-614	d5b94d7dd8e341dca73c2b5ff899a9adf2d1585f	PR614	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=d5b94d7dd8e341dca73c2b5ff899a9adf2d1585f; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-615	eb129ebea953def33a92fb5e7355d4e79cb53171	PR615	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=eb129ebea953def33a92fb5e7355d4e79cb53171; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-616	96fc68493b4d4466459620c4603fb0f561784da3	PR616	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=96fc68493b4d4466459620c4603fb0f561784da3; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-617	c3d12f4d236e2c9ff8f5a0f204bd6eb04946c521	PR617	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=c3d12f4d236e2c9ff8f5a0f204bd6eb04946c521; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-618	2dfa73325a6402418fc64b9e554c1b13dd2b9bf1	PR618	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=2dfa73325a6402418fc64b9e554c1b13dd2b9bf1; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-619	0f91f43908493866c9fd5130d2a7bd4645b4a51f	PR619	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=0f91f43908493866c9fd5130d2a7bd4645b4a51f; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-620	493e12fcba3f9b98dda7c3595bff73b256e00ca4	PR620	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=493e12fcba3f9b98dda7c3595bff73b256e00ca4; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-621	46afb6e15eef95c9268eff1791a7135b9783a2b2	PR621	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=46afb6e15eef95c9268eff1791a7135b9783a2b2; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-622	9d70d2b8bd932d1775600dd5e95f501324eae72b	PR622	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=9d70d2b8bd932d1775600dd5e95f501324eae72b; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
OLD-623	712412e286cc309bbe9960ee839df158316df9e5	PR623	C	B1	REVIEW-C	H0	Historical source pin preserved; current_observed_head=712412e286cc309bbe9960ee839df158316df9e5; comparison=MATCH; observation_pass=2; see pass2/HISTORICAL_HEAD_COMPARISON.tsv. Version coverage is not new scientific acceptance.
