q=3; quadratic characters mod irreducible Q of degree d; detector D(n)=sum_{deg f<=n} mu(f)chi(f) q^{-deg f/2}
Weil RH holds for all rows.  A = main term 1/L(q^{-1/2},chi); amp = sum |B_j| over unit-circle poles;
min/max over 50<=n<=20000; neg = number of n in that range with D(n)<0
  d Q(low->high)   L(u,chi) coeffs          |alpha_j| (sqrt q=1.7321)          A       amp     min D     max D    neg
  7 12212201       [1, 1, -1, -3, -3, 9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5234    1.1068   -0.5817    1.6292   3483
  7 12212221       [1, -3, 7, -15, 21, -27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    3.1664    4.2043   -1.0330    7.3669   2336
  7 12220001       [1, -1, 1, -1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7579    1.3905   -0.6304    2.1455   3758
  7 12221021       [1, -1, 3, -9, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.8983    1.9902   -1.0802    2.8812   3586
  7 12221111       [1, 1, 1, -3, 3, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3083    1.0078   -0.6978    1.3147   4894
  7 12221221       [1, -1, -1, 3, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.3228    1.9431   -0.6193    3.2636   2980
  7 12222011       [1, -1, 3, -3, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4409    1.2141   -0.7721    1.6540   4999
  7 12222101       [1, 1, 3, 3, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1745    0.8929   -0.7168    1.0644   6599
  7 12222211       [1, -1, 5, -5, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3109    1.3648   -1.0486    1.6722   6117
  7 20000111       [1, 1, 3, 5, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1635    0.9162   -0.7481    1.0765   6809
  7 20000201       [1, 3, 3, 1, 9, 27, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1306    1.3680   -1.2367    1.4980   8512
  7 20001211       [1, -1, 1, -5, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.8191    2.3885   -0.5648    4.2055   2233
  7 20001221       [1, 3, 5, 7, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0986    1.1268   -1.0225    1.2238   8441
  7 20002021       [1, 1, 1, 3, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2273    0.8563   -0.6278    1.0835   5592
  7 20002121       [1, 1, 1, 5, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2090    0.9147   -0.7050    1.1210   6057
  7 20002201       [1, -1, 3, 1, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3292    1.7913   -1.4576    2.1137   7040
  7 20011001       [1, 1, 5, 3, 15, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1415    1.2100   -1.0637    1.3466   7956
  7 20011121       [1, 3, 7, 11, 21, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0816    1.3019   -1.2181    1.3809   8840
  7 20012101       [1, -1, -1, 5, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.8765    1.6064   -0.7114    2.4813   3918
  7 20012221       [1, 1, 3, 1, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1870    0.9532   -0.7657    1.1370   6581
  7 20020111       [1, 1, 1, -1, 3, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2756    0.8950   -0.6181    1.1652   4935
  7 20020211       [1, 1, 1, 7, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1935    1.1552   -0.9573    1.3481   7094
  7 20021011       [1, -1, 5, -3, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2777    1.5570   -1.2782    1.8337   6937
  7 20021101       [1, 1, 1, -1, 3, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2756    0.8950   -0.6181    1.1652   4935
  7 20022001       [1, -1, 1, -3, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.0700    1.6561   -0.5844    2.7234   3001
  7 20100001       [1, 1, 3, 3, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1745    0.8929   -0.7168    1.0644   6599
  7 20100101       [1, 1, 3, 5, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1635    0.9162   -0.7481    1.0765   6809
  7 20100221       [1, 3, 5, 7, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0986    1.1268   -1.0225    1.2238   8441
  7 20101021       [1, 1, 5, 5, 15, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1342    1.1498   -1.0101    1.2824   7942
  7 20102011       [1, 1, -1, -1, -3, 9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4356    1.0907   -0.6493    1.5204   3988
  7 20102111       [1, 1, 5, 7, 15, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1276    1.5678   -1.4366    1.6922   8482
  7 20110001       [1, 1, -1, -1, -3, 9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4356    1.0907   -0.6493    1.5204   3988
  7 20110111       [1, -1, 3, 1, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3292    1.7913   -1.4576    2.1137   7040
  7 20111021       [1, 1, 1, 1, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2491    0.8532   -0.6013    1.1006   5223
  7 20111101       [1, -1, 3, -5, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5311    1.2629   -0.7284    1.7906   4350
  7 20112101       [1, 3, 7, 13, 21, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0792    1.0757   -0.9943    1.1527   8692
  7 20112121       [1, -1, 1, -1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7579    1.3905   -0.6304    2.1455   3758
  7 20112211       [1, 1, 1, 5, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2090    0.9147   -0.7050    1.1210   6057
  7 20120101       [1, 1, 1, -3, 3, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3083    1.0078   -0.6978    1.3147   4894
  7 20121011       [1, 3, 7, 11, 21, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0816    1.3019   -1.2181    1.3809   8840
  7 20121121       [1, 1, 3, 5, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1635    0.9162   -0.7481    1.0765   6809
  7 20121221       [1, 1, 3, 1, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1870    0.9532   -0.7657    1.1370   6581
  7 20122211       [1, 1, 3, 1, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1870    0.9532   -0.7657    1.1370   6581
  7 20200021       [1, 1, 1, 3, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2273    0.8563   -0.6278    1.0835   5592
  7 20200201       [1, -1, 3, -5, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5311    1.2629   -0.7284    1.7906   4350
  7 20200211       [1, 3, 5, 7, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0986    1.1268   -1.0225    1.2238   8441
  7 20201201       [1, 3, 5, 7, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0986    1.1268   -1.0225    1.2238   8441
  7 20202101       [1, 1, 1, -1, 3, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2756    0.8950   -0.6181    1.1652   4935
  7 20202221       [1, 3, 9, 15, 27, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0697    1.6594   -1.5890    1.7145   9239
  7 20210101       [1, -1, 5, -3, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2777    1.5570   -1.2782    1.8337   6937
  7 20210221       [1, 1, 3, 5, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1635    0.9162   -0.7481    1.0765   6809
  7 20211011       [1, 1, 1, 3, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2273    0.8563   -0.6278    1.0835   5592
  7 20211121       [1, -1, 1, 1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5867    1.3120   -0.7210    1.8942   4525
  7 20212001       [1, 1, 3, 7, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1538    1.0391   -0.8838    1.1869   7350
  7 20212111       [1, -1, 1, 1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5867    1.3120   -0.7210    1.8942   4525
  7 20212201       [1, 1, 3, -1, 9, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2015    1.2489   -1.0411    1.4436   7175
  7 20220011       [1, 3, 9, 17, 27, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0679    1.6996   -1.6299    1.7590   9272
  7 20221001       [1, 3, 9, 17, 27, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0679    1.6996   -1.6299    1.7590   9272
  7 20221021       [1, -1, 3, -3, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4409    1.2141   -0.7721    1.6540   4999
  7 20221211       [1, 1, 3, -1, 9, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2015    1.2489   -1.0411    1.4436   7175
  7 20222201       [1, 1, -1, -3, -3, 9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5234    1.1068   -0.5817    1.6292   3483
  7 21000101       [1, 3, 5, 5, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1025    3.3008   -3.1870    3.3898   9338
  7 21001111       [1, -1, 3, -5, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5311    1.2629   -0.7284    1.7906   4350
  7 21002221       [1, 1, -1, -3, -3, 9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5234    1.1068   -0.5817    1.6292   3483
  7 21010001       [1, 3, 5, 9, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0950    1.2730   -1.1772    1.3658   9116
  7 21010111       [1, 1, 1, -5, 3, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3498    1.4008   -1.0465    1.7468   5692
  7 21010211       [1, 1, 3, 5, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1635    0.9162   -0.7481    1.0765   6809
  7 21012121       [1, 1, 5, 3, 15, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1415    1.2100   -1.0637    1.3466   7956
  7 21020011       [1, 1, 1, 3, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2273    0.8563   -0.6278    1.0835   5592
  7 21020201       [1, 3, 5, 7, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0986    1.1268   -1.0225    1.2238   8441
  7 21021101       [1, 1, 3, -1, 9, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2015    1.2489   -1.0411    1.4436   7175
  7 21021211       [1, -1, 3, -7, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6675    1.4462   -0.7766    2.1127   3816
  7 21021221       [1, 3, 7, 15, 21, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0768    1.2081   -1.1295    1.2799   8879
  7 21022121       [1, 1, 1, -3, 3, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3083    1.0078   -0.6978    1.3147   4894
  7 21022201       [1, -1, 5, -5, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3109    1.3648   -1.0486    1.6722   6117
  7 21100201       [1, 1, 1, 1, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2491    0.8532   -0.6013    1.1006   5223
  7 21101111       [1, 3, 5, 5, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1025    3.3008   -3.1870    3.3898   9338
  7 21101221       [1, 1, 3, -1, 9, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2015    1.2489   -1.0411    1.4436   7175
  7 21102011       [1, 1, 5, 5, 15, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1342    1.1498   -1.0101    1.2824   7942
  7 21102101       [1, 3, 7, 11, 21, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0816    1.3019   -1.2181    1.3809   8840
  7 21102121       [1, -1, 1, -5, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.8191    2.3885   -0.5648    4.2055   2233
  7 21102211       [1, 1, 3, 7, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1538    1.0391   -0.8838    1.1869   7350
  7 21110011       [1, -1, 3, -7, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6675    1.4462   -0.7766    2.1127   3816
  7 21110021       [1, 3, 7, 11, 21, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0816    1.3019   -1.2181    1.3809   8840
  7 21110101       [1, 1, 1, 1, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2491    0.8532   -0.6013    1.1006   5223
  7 21112001       [1, 3, 7, 11, 21, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0816    1.3019   -1.2181    1.3809   8840
  7 21112211       [1, 1, -1, -3, -3, 9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5234    1.1068   -0.5817    1.6292   3483
  7 21120001       [1, 1, 1, 1, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2491    0.8532   -0.6013    1.1006   5223
  7 21120221       [1, 3, 7, 13, 21, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0792    1.0757   -0.9943    1.1527   8692
  7 21121021       [1, 1, 3, 9, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1452    1.5285   -1.3731    1.6633   8226
  7 21121201       [1, -1, 3, -1, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3770    1.2995   -0.9218    1.6741   5786
  7 21121211       [1, 3, 5, 7, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0986    1.1268   -1.0225    1.2238   8441
  7 21122111       [1, 1, -1, -5, -3, 9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6554    1.2421   -0.5772    1.8894   3127
  7 21200111       [1, 3, 7, 13, 21, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0792    1.0757   -0.9943    1.1527   8692
  7 21201121       [1, -1, 1, 1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5867    1.3120   -0.7210    1.8942   4525
  7 21202111       [1, -1, 1, 5, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4042    2.0317   -1.6237    2.4313   7001
  7 21202121       [1, 3, 5, 5, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1025    3.3008   -3.1870    3.3898   9338
  7 21210001       [1, -1, 5, -5, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3109    1.3648   -1.0486    1.6722   6117
  7 21210121       [1, 1, 5, 7, 15, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1276    1.5678   -1.4366    1.6922   8482
  7 21210221       [1, 1, 1, 1, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2491    0.8532   -0.6013    1.1006   5223
  7 21211021       [1, -1, 1, -1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7579    1.3905   -0.6304    2.1455   3758
  7 21211211       [1, 1, 5, 5, 15, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1342    1.1498   -1.0101    1.2824   7942
  7 21212011       [1, -1, 1, -1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7579    1.3905   -0.6304    2.1455   3758
  7 21212021       [1, 3, 5, 9, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0950    1.2730   -1.1772    1.3658   9116
  7 21212201       [1, 1, 1, 5, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2090    0.9147   -0.7050    1.1210   6057
  7 21220121       [1, 1, 1, -1, 3, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2756    0.8950   -0.6181    1.1652   4935
  7 21220211       [1, 3, 7, 13, 21, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0792    1.0757   -0.9943    1.1527   8692
  7 21221011       [1, 1, 3, 7, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1538    1.0391   -0.8838    1.1869   7350
  7 21221201       [1, 3, 7, 15, 21, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0768    1.2081   -1.1295    1.2799   8879
  7 21222001       [1, 1, -1, -7, -3, 9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.8765    1.5324   -0.6196    2.3971   2773
  7 21222101       [1, 1, 1, -5, 3, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3498    1.4008   -1.0465    1.7468   5692
  7 22000111       [1, 1, 1, 3, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2273    0.8563   -0.6278    1.0835   5592
  7 22001011       [1, -1, 1, -3, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.0700    1.6561   -0.5844    2.7234   3001
  7 22001021       [1, 3, 5, 9, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0950    1.2730   -1.1772    1.3658   9116
  7 22001101       [1, 1, 1, -1, 3, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2756    0.8950   -0.6181    1.1652   4935
  7 22002011       [1, 3, 5, 9, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0950    1.2730   -1.1772    1.3658   9116
  7 22002221       [1, 1, 3, -1, 9, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2015    1.2489   -1.0411    1.4436   7175
  7 22010011       [1, 1, 5, 3, 15, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1415    1.2100   -1.0637    1.3466   7956
  7 22010111       [1, 1, 3, 3, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1745    0.8929   -0.7168    1.0644   6599
  7 22010201       [1, 3, 7, 13, 21, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0792    1.0757   -0.9943    1.1527   8692
  7 22010221       [1, -1, 1, -1, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.7579    1.3905   -0.6304    2.1455   3758
  7 22011211       [1, -1, -1, 3, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.3228    1.9431   -0.6193    3.2636   2980
  7 22012121       [1, 1, 1, 1, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2491    0.8532   -0.6013    1.1006   5223
  7 22012211       [1, 3, 9, 15, 27, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0697    1.6594   -1.5890    1.7145   9239
  7 22020011       [1, 1, 1, 3, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2273    0.8563   -0.6278    1.0835   5592
  7 22021001       [1, 1, 1, 3, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2273    0.8563   -0.6278    1.0835   5592
  7 22021121       [1, 3, 7, 13, 21, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0792    1.0757   -0.9943    1.1527   8692
  7 22021201       [1, 1, 3, 1, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1870    0.9532   -0.7657    1.1370   6581
  7 22022101       [1, -1, 5, -7, 15, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3532    1.6521   -1.2917    2.0038   6269
  7 22100101       [1, 1, 1, 5, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2090    0.9147   -0.7050    1.1210   6057
  7 22101001       [1, -1, 1, -3, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.0700    1.6561   -0.5844    2.7234   3001
  7 22101121       [1, 1, 3, 3, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1745    0.8929   -0.7168    1.0644   6599
  7 22102021       [1, -1, -1, 7, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6554    1.5982   -0.9377    2.2474   5005
  7 22102111       [1, 1, 3, -1, 9, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2015    1.2489   -1.0411    1.4436   7175
  7 22110221       [1, 3, 3, 1, 9, 27, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1306    1.3680   -1.2367    1.4980   8512
  7 22111201       [1, -1, -1, 3, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    1.3228    1.9431   -0.6193    3.2636   2980
  7 22111211       [1, 3, 7, 15, 21, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0768    1.2081   -1.1295    1.2799   8879
  7 22112011       [1, 1, 1, 1, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2491    0.8532   -0.6013    1.1006   5223
  7 22112201       [1, 3, 9, 15, 27, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0697    1.6594   -1.5890    1.7145   9239
  7 22112221       [1, -1, 3, -1, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.3770    1.2995   -0.9218    1.6741   5786
  7 22120001       [1, 1, 1, 1, 3, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.2491    0.8532   -0.6013    1.1006   5223
  7 22121021       [1, 1, 3, 3, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1745    0.8929   -0.7168    1.0644   6599
  7 22121101       [1, -1, 3, -3, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4409    1.2141   -0.7721    1.6540   4999
  7 22121221       [1, 1, 5, 5, 15, 9, 27]  [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1342    1.1498   -1.0101    1.2824   7942
  7 22122011       [1, 1, 3, 9, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1452    1.5285   -1.3731    1.6633   8226
  7 22122121       [1, -1, 1, 3, 3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.4786    1.4021   -0.9218    1.8771   5510
  7 22122211       [1, 1, -1, -3, -3, 9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.5234    1.1068   -0.5817    1.6292   3483
  7 22200001       [1, -1, 3, -9, 9, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.8983    1.9902   -1.0802    2.8812   3586
  7 22200011       [1, 3, 5, 9, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0950    1.2730   -1.1772    1.3658   9116
  7 22200121       [1, 1, -1, -5, -3, 9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.6554    1.2421   -0.5772    1.8894   3127
  7 22201001       [1, 3, 5, 9, 15, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0950    1.2730   -1.1772    1.3658   9116
  7 22201111       [1, 1, 3, 5, 9, 9, 27]   [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.1635    0.9162   -0.7481    1.0765   6809
  7 22202011       [1, -1, -1, 1, -3, -9, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    2.6948    3.2495   -0.5472    5.9336   1965
  7 22202021       [1, 3, 9, 17, 27, 27, 27] [1.732051, 1.732051, 1.732051, 1.732051, 1.732051, 1.732051]    0.0679    1.6996   -1.6299    1.7590   9272
