pr	head_resolution	exact_head_sha_if_resident	coverage_source	selected_claim_ids	final_lifecycle_disposition	controlling_review	canonical_extraction	notes
491	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
492	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
493	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
494	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
495	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
496	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
497	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
498	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
499	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
500	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
501	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
502	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
503	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
504	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
505	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
506	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
507	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
508	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	4ae97dffd1f76ed3244b8f3028560ffa80663caf	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		RETAINED_COMPUTATIONAL_CERTIFICATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
509	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
510	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
511	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
512	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
513	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
514	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
515	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
516	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
517	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
518	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
519	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
520	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	41db5f783c751e66c786f18fa7fbd6d9bf229a8d	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	Q4.HEAT.PHASE_LOCKED_SUBLINEAR	LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd; Reviewer D reconciled claim rows	Extract selected semantic IDs only	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
521	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	b4a60a54b1d730a73ab1eb6bb571485dd40438d0	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	ARITH.LIVE_MARGINAL_FARKAS	LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd; Reviewer D reconciled claim rows	Extract selected semantic IDs only	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
522	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
523	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
524	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
525	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
526	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
527	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
528	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
529	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
530	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
531	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
532	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
533	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
534	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
535	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
536	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
537	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
538	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
539	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
540	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	d2984600a848aca04f27b46bda86bd92229a4a0b	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	Q4.POSITIVE_DIVISOR_COMPILER	LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd; Reviewer D reconciled claim rows	Extract selected semantic IDs only	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
541	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		REFUTED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
542	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
543	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
544	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	d4dcd1256dc9c8e110c860cff87b3f89aee842a5	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		REFUTED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
545	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
546	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
547	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	d60f93b0e207a83a283fb229eb988aa4c404765d	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	CONSUMER.MELLIN.ANNULAR_ROWS23	CANONICALIZED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd; Reviewer D reconciled claim rows	Extract selected semantic IDs only	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
548	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
549	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
550	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
