issue	era	issue_label	family	issue_role	materiality	controlling_record	canonical_action	theorem_reachability	review_scope	notes
318	2026-08	Brownian finite family	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
319	2026-08	factorized-bin matrix family	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
320	2026-08	affine completion	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
321	2026-08	high-order smoother	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
322	2026-08	score-resolvent	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
323	2026-08	reflection boundary	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
324	2026-08	residue polytope	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
326	2026-08	GFEP complete proof candidate	brownian_q4_operator_late_issue_wave	HISTORICAL_FULL_PROPOSAL	HISTORICAL_WRAPPER		ARCHIVE_WRAPPER; LINK_CONTROLLING_REVIEW	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
327	2026-08	GFEP independent review/refutation	brownian_q4_operator_late_issue_wave	CONTROLLING_ISSUE_REVIEW_OR_CORRECTION	MATERIAL_CONTROL_OR_RESULT	controls issue #326 GFEP wrapper	RETAIN_CONTROLLING_ISSUE_RECORD	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
330	2026-08	positive two-frame expansion	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
331	2026-08	Hadamard multiplication closure	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
332	2026-08	CHS proof candidate	brownian_q4_operator_late_issue_wave	HISTORICAL_FULL_PROPOSAL	HISTORICAL_WRAPPER		ARCHIVE_WRAPPER; LINK_CONTROLLING_REVIEW	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
333	2026-08	CHS continuation	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
335	2026-08	locked exact claim packet	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
337	2026-08	full Q4 proof proposal	brownian_q4_operator_late_issue_wave	HISTORICAL_FULL_PROPOSAL	HISTORICAL_WRAPPER		ARCHIVE_WRAPPER; LINK_CONTROLLING_REVIEW	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
338	2026-08	SFSST frontier	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
341	2026-08	independent review rejecting full Q4 composition	brownian_q4_operator_late_issue_wave	CONTROLLING_ISSUE_REVIEW_OR_CORRECTION	MATERIAL_CONTROL_OR_RESULT	controls issue/PR #337 Q4 full composition	RETAIN_CONTROLLING_ISSUE_RECORD	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
343	2026-08	raw Brownian finite family	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
344	2026-08	review of raw Brownian family	brownian_q4_operator_late_issue_wave	CONTROLLING_ISSUE_REVIEW_OR_CORRECTION	MATERIAL_CONTROL_OR_RESULT	controls issue/PR #343 raw Brownian all-N claim	RETAIN_CONTROLLING_ISSUE_RECORD	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
345	2026-08	unified Brownian review	brownian_q4_operator_late_issue_wave	CONTROLLING_ISSUE_REVIEW_OR_CORRECTION	MATERIAL_CONTROL_OR_RESULT	unified Brownian review	RETAIN_CONTROLLING_ISSUE_RECORD	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
346	2026-08	review quorum addendum	brownian_q4_operator_late_issue_wave	CONTROLLING_ISSUE_REVIEW_OR_CORRECTION	MATERIAL_CONTROL_OR_RESULT	Brownian review quorum addendum	RETAIN_CONTROLLING_ISSUE_RECORD	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
348	2026-08	Blaschke-defect theorem	brownian_q4_operator_late_issue_wave	STANDALONE_ISSUE_RESULT_OR_FIREWALL	MATERIAL_CONTROL_OR_RESULT		CROSS_LINK_TO_PR_OR_CANONICAL_CLAIM	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
349	2026-08	exact rational corridor	brownian_q4_operator_late_issue_wave	STANDALONE_ISSUE_RESULT_OR_FIREWALL	MATERIAL_CONTROL_OR_RESULT		CROSS_LINK_TO_PR_OR_CANONICAL_CLAIM	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
351	2026-08	HBDT	brownian_q4_operator_late_issue_wave	STANDALONE_ISSUE_RESULT_OR_FIREWALL	MATERIAL_CONTROL_OR_RESULT		CROSS_LINK_TO_PR_OR_CANONICAL_CLAIM	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
352	2026-08	radix-four CFFP candidate	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
354	2026-08	critical-scale Harnack inequality	brownian_q4_operator_late_issue_wave	STANDALONE_ISSUE_RESULT_OR_FIREWALL	MATERIAL_CONTROL_OR_RESULT		CROSS_LINK_TO_PR_OR_CANONICAL_CLAIM	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
356	2026-08	factor-64 signed Pascal reward	brownian_q4_operator_late_issue_wave	STANDALONE_ISSUE_RESULT_OR_FIREWALL	MATERIAL_CONTROL_OR_RESULT		CROSS_LINK_TO_PR_OR_CANONICAL_CLAIM	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
357	2026-08	Q4 full operator proposal	brownian_q4_operator_late_issue_wave	HISTORICAL_FULL_PROPOSAL	HISTORICAL_WRAPPER		ARCHIVE_WRAPPER; LINK_CONTROLLING_REVIEW	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
358	2026-08	direct kernel composition proposed proof	brownian_q4_operator_late_issue_wave	HISTORICAL_FULL_PROPOSAL	HISTORICAL_WRAPPER		ARCHIVE_WRAPPER; LINK_CONTROLLING_REVIEW	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
359	2026-08	Claude full Q4 composition	brownian_q4_operator_late_issue_wave	HISTORICAL_FULL_PROPOSAL	HISTORICAL_WRAPPER		ARCHIVE_WRAPPER; LINK_CONTROLLING_REVIEW	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
360	2026-08	Q4 follow-up and off-line-pair finite spectrum	brownian_q4_operator_late_issue_wave	ISSUE_ONLY_METHOD_OR_RESEARCH_QUEUE	METHOD_OR_ADMIN		HISTORICAL_METHOD_RECORD; EXCLUDE_FROM_PROVED_REACHABILITY	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
361	2026-08	Anthropic reproducibility/provenance review	brownian_q4_operator_late_issue_wave	CONTROLLING_ISSUE_REVIEW_OR_CORRECTION	MATERIAL_CONTROL_OR_RESULT	upstream/local provenance separation	RETAIN_CONTROLLING_ISSUE_RECORD	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
363	2026-08	Zeta23 barrier crossing	brownian_q4_operator_late_issue_wave	STANDALONE_ISSUE_RESULT_OR_FIREWALL	MATERIAL_CONTROL_OR_RESULT		CROSS_LINK_TO_PR_OR_CANONICAL_CLAIM	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
364	2026-08	Gaussian threat suppression	brownian_q4_operator_late_issue_wave	STANDALONE_ISSUE_RESULT_OR_FIREWALL	MATERIAL_CONTROL_OR_RESULT		CROSS_LINK_TO_PR_OR_CANONICAL_CLAIM	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
365	2026-08	Xi-cardinal capture	brownian_q4_operator_late_issue_wave	STANDALONE_ISSUE_RESULT_OR_FIREWALL	MATERIAL_CONTROL_OR_RESULT		CROSS_LINK_TO_PR_OR_CANONICAL_CLAIM	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
366	2026-08	all-scale multirate	brownian_q4_operator_late_issue_wave	STANDALONE_ISSUE_RESULT_OR_FIREWALL	MATERIAL_CONTROL_OR_RESULT		CROSS_LINK_TO_PR_OR_CANONICAL_CLAIM	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
367	2026-08	completed Chebyshev scalar	brownian_q4_operator_late_issue_wave	STANDALONE_ISSUE_RESULT_OR_FIREWALL	MATERIAL_CONTROL_OR_RESULT		CROSS_LINK_TO_PR_OR_CANONICAL_CLAIM	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
368	2026-08	corrected pole-null Fredholm/heat	brownian_q4_operator_late_issue_wave	STANDALONE_ISSUE_RESULT_OR_FIREWALL	MATERIAL_CONTROL_OR_RESULT		CROSS_LINK_TO_PR_OR_CANONICAL_CLAIM	EXCLUDE_UNLESS_EXACT_PR/CLAIM_OBJECT_EXISTS	issue-body archaeology; no heavy computation rerun	Exact issue number retained. Nonmaterial issue prose is not promoted into a theorem node.
